,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
1041,516,0,0,0,1275,425,11,0,0,0,3,1455,7,6,0,0,0,1275,425,11,0,0,5734
1042,418,0,0,0,1195,630,11,0,0,0,3,8076,41,1,704,0,0,1275,249,10,0,0,488
1043,517,0,0,0,1,897,8,0,0,0,2,5821,14,11,411,0,0,1,1163,10,0,0,5250
1044,328,1,1372,2710,1297,909,5,0,0,0,1,11884,9,0,0,0,0,1275,909,5,0,0,0
1045,328,2,1656,4040,718,590,10,0,0,0,3,11578,26,6,625,2117,2346,1226,590,10,0,0,11607
1046,517,0,0,0,1296,577,11,0,0,0,3,4698,9,8,0,0,0,1296,577,11,0,0,10637
1047,332,2,1203,3518,1226,306,11,1,470,713,5,6255,27,1,441,1,2966,1551,387,3,0,0,9879
1048,517,1,2117,1456,1296,69,8,0,0,0,1,2856,26,6,0,0,0,1297,442,3,0,0,0
1049,430,2,1630,219,544,590,10,2,649,10,0,0,3,13,0,1882,219,0,0,0,697,2636,0
1050,417,0,0,0,724,860,10,2,241,1816,4,4087,16,14,0,0,0,719,860,10,137,1801,2364
1051,328,0,0,0,810,327,9,0,0,0,4,10641,10,1,0,0,0,708,327,9,0,0,1546
1052,430,3,2432,2374,331,1091,10,1,528,2323,2,8542,6,5,0,2412,1070,384,1091,10,0,0,6032
1053,328,0,0,0,1296,177,11,0,0,0,2,881,21,0,0,0,0,0,0,0,0,0,12277
1054,412,4,132,1815,1013,234,12,2,371,2270,2,7867,4,6,0,2344,1815,1273,402,10,406,897,7864
1055,516,1,1,398,1296,1012,8,0,0,0,4,4953,5,2,0,0,0,1297,1012,8,0,0,5111
1056,519,1,1,1453,1296,212,9,0,0,0,4,7844,8,24,0,0,0,1296,212,9,0,0,9998
1057,412,0,0,0,1285,601,10,0,0,0,3,2437,5,19,0,0,0,0,0,0,0,0,8616
1058,328,0,0,0,1296,909,5,0,0,0,4,747,8,8,614,0,0,1296,402,10,0,0,7142
1059,412,2,80,4323,1262,980,11,2,509,1634,1,817,12,12,0,80,636,1262,980,11,664,36,0
1060,412,3,1469,2575,331,906,10,0,0,0,0,0,11,19,0,780,1442,351,723,3,0,0,0
1061,328,1,90,2882,1296,819,8,0,0,0,2,8675,21,0,614,0,0,1296,837,3,0,0,6082
1062,418,1,2117,1456,1297,715,11,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0
1063,412,0,0,0,1285,276,10,2,606,656,4,9672,0,7,0,0,0,0,0,0,606,661,7018
1064,518,0,0,0,1296,510,10,0,0,0,5,11661,12,4,0,0,0,1194,493,11,0,0,12157
1065,328,0,0,0,1275,909,5,0,0,0,1,11734,6,7,0,0,0,1275,909,5,0,0,0
1066,328,0,0,0,1226,847,9,0,0,0,2,6792,55,12,614,0,0,1227,894,11,0,0,6317
1067,516,1,1,202,1876,958,11,0,0,0,1,11990,0,15,0,0,0,1296,1163,10,0,0,0
1068,406,0,0,0,1549,12,11,2,1,1563,5,854,0,6,0,0,0,1284,12,11,1,1371,5595
1069,335,0,0,0,1,931,12,1,376,1298,3,7150,11,13,0,0,0,0,0,0,0,0,12747
1070,328,0,0,0,1803,474,10,0,0,0,3,9986,14,2,0,0,0,1296,474,10,0,0,12132
1071,342,0,0,0,1297,1012,8,0,0,0,3,383,30,4,265,0,0,669,641,3,0,0,7872
1072,331,1,924,1562,1476,445,3,0,0,0,4,4805,22,11,191,0,0,1195,717,3,0,0,417
1073,518,1,241,3747,1,396,11,0,0,0,5,6519,0,31,0,0,0,1297,686,3,0,0,4943
1074,518,1,919,1076,1195,966,3,0,0,0,2,1163,19,0,188,0,0,1285,279,3,0,0,9649
1075,517,1,1747,1503,248,212,9,0,0,0,4,4590,8,3,0,0,0,1195,145,3,0,0,4638
1076,430,3,1286,3437,1167,953,12,2,63,2005,0,0,10,12,365,1614,872,0,0,0,143,2001,0
1077,518,2,600,2374,1296,624,9,0,0,0,2,2537,10,17,67,615,2016,1296,396,11,0,0,9200
1078,418,1,1,3314,1195,980,11,0,0,0,2,4041,22,6,706,0,0,1187,980,11,0,0,2257
1079,418,0,0,0,1297,200,3,0,0,0,2,150,43,2,0,0,0,0,0,0,0,0,2476
1080,406,0,0,0,1296,909,5,0,0,0,3,11575,14,10,0,0,0,1296,909,5,0,0,10433
1081,519,0,0,0,1632,1163,10,0,0,0,4,2251,22,18,67,0,0,1,1163,10,0,0,3337
1082,328,1,1029,3575,484,577,11,0,0,0,3,12890,12,7,0,0,0,1275,577,11,0,0,1647
1083,418,1,2389,291,1297,1147,10,0,0,0,1,95,8,11,0,0,0,1297,1147,10,0,0,0
1084,412,1,820,244,1716,715,11,3,102,1582,0,0,2,7,0,0,0,0,0,0,521,1512,0
1085,418,1,1034,4373,1195,69,8,0,0,0,2,10154,12,7,0,0,0,1296,249,10,0,0,12377
1086,516,0,0,0,283,909,5,0,0,0,0,0,11,4,0,0,0,283,680,10,0,0,0
1087,331,0,0,0,1936,590,10,0,0,0,6,9350,16,14,0,0,0,1936,590,10,0,0,3712
1088,418,3,2144,2374,1297,909,5,0,0,0,2,8629,20,13,215,2351,2374,1296,841,10,0,0,11382
1089,417,4,563,3723,1296,482,9,2,243,455,0,0,10,6,0,1546,3857,1297,958,11,711,423,0
1090,517,0,0,0,270,434,5,0,0,0,4,6965,1,15,0,0,0,270,434,5,0,0,1466
1091,328,0,0,0,1649,548,11,1,1,1164,2,5820,16,4,0,0,0,1247,548,11,0,0,11507
1092,519,0,0,0,1225,498,10,0,0,0,4,4764,21,17,0,0,0,1265,498,10,0,0,10505
1093,342,1,2117,2916,1348,425,11,0,0,0,0,0,11,15,123,0,0,0,0,0,0,0,0
1094,328,2,890,1231,1225,427,10,0,0,0,1,4267,12,4,0,890,1374,762,1163,10,0,0,0
1095,344,3,999,2948,1915,1053,8,2,1,2658,2,10659,7,0,0,1947,2909,455,892,3,1,1311,7766
1096,519,2,1918,3766,1205,405,12,1,708,1551,3,12515,12,5,0,2395,2788,1205,376,11,0,0,10757
1097,418,0,0,0,1296,655,11,0,0,0,3,6999,20,0,0,0,0,1297,655,11,0,0,3701
1098,517,1,1703,493,1195,1156,11,0,0,0,3,5865,27,9,339,0,0,1275,644,10,0,0,9933
1099,519,1,1931,1995,1876,482,9,0,0,0,3,7166,12,19,0,0,0,1296,365,11,0,0,9897
1100,328,0,0,0,1294,1199,12,0,0,0,0,0,7,20,0,0,0,1296,547,10,0,0,0
1101,342,1,1531,1456,481,427,10,0,0,0,3,234,8,9,0,0,0,361,680,10,0,0,5355
1102,328,0,0,0,1296,1012,8,0,0,0,4,4275,6,2,0,0,0,1296,156,3,0,0,4276
1103,328,1,2090,3276,248,510,10,0,0,0,2,12307,18,3,238,0,0,1443,171,10,0,0,33
1104,430,4,2413,2207,1560,1149,10,0,0,0,0,0,5,9,0,2413,3846,384,1149,10,0,0,0
1105,519,1,2249,1163,1,970,11,0,0,0,3,1189,3,8,0,0,0,1,972,12,0,0,10033
1106,418,0,0,0,1296,171,10,0,0,0,2,10875,15,6,703,0,0,1296,171,10,0,0,3559
1107,328,0,0,0,1827,400,11,0,0,0,3,2585,49,3,10,0,0,1296,1002,3,0,0,12886
1108,342,2,241,1790,1348,967,11,3,606,1587,2,13040,11,17,92,1803,92,277,715,11,359,1591,1538
1109,516,1,2117,990,579,624,9,0,0,0,3,4162,2,4,0,0,0,1285,980,11,0,0,4176
1110,518,0,0,0,1296,471,11,3,718,1031,3,8862,10,13,0,0,0,1297,471,11,172,1029,11850
1111,519,1,1843,858,1457,498,10,0,0,0,3,5514,23,3,473,0,0,1192,2,3,0,0,6513
1112,517,0,0,0,1297,1156,11,0,0,0,3,1649,10,1,0,0,0,1297,1156,11,0,0,3520
1113,331,0,0,0,1292,276,10,0,0,0,0,0,25,8,0,0,0,1297,276,10,0,0,0
1114,406,1,1,3736,208,434,5,0,0,0,3,9065,12,8,0,0,0,1297,980,11,0,0,12140
1115,418,1,1023,908,1297,581,11,0,0,0,1,6854,22,2,28,0,0,1296,997,3,0,0,0
1116,418,0,0,0,1260,590,10,0,0,0,2,1728,24,6,704,0,0,0,0,0,0,0,7453
1117,331,0,0,0,1226,69,8,0,0,0,1,8193,28,8,191,0,0,1226,249,10,0,0,0
1118,519,1,229,2721,1297,909,5,0,0,0,3,3564,10,5,67,0,0,1296,713,3,0,0,169
1119,340,1,1519,2064,1792,909,5,2,1,429,3,862,8,2,334,0,0,823,581,11,750,1365,1423
1120,517,2,241,4453,1195,365,11,2,588,807,1,2197,2,6,0,241,3522,1225,755,3,388,1649,0
1121,412,5,1,1201,1173,72,8,0,0,0,0,0,15,0,0,1,1200,0,0,0,0,0,0
1122,328,0,0,0,1296,1152,11,3,1,477,3,1101,14,9,0,0,0,0,0,0,1,2528,1908
1123,418,1,2175,773,1297,212,9,0,0,0,4,402,28,10,328,0,0,0,0,0,0,0,11724
1124,342,3,547,1272,1348,896,10,0,0,0,1,1412,10,13,0,547,297,280,896,10,0,0,0
1125,516,1,1,1495,1,69,8,1,104,1952,1,4248,3,20,0,0,0,1,904,10,0,0,0
1126,335,0,0,0,811,12,11,2,1,915,2,1545,4,88,0,0,0,1225,607,1,154,148,1543
1127,516,2,2095,2773,112,295,12,0,0,0,5,530,29,49,0,891,2778,354,754,3,0,0,826
1128,328,1,1203,590,1195,961,12,0,0,0,3,12055,4,0,0,0,0,1294,510,10,0,0,6157
1129,331,1,925,916,1688,171,10,2,392,1502,1,11555,9,6,196,0,0,0,0,0,172,346,0
1130,418,0,0,0,1297,177,11,1,684,544,3,10353,10,12,0,0,0,1297,1156,11,0,0,5794
1131,517,2,1291,3723,1296,909,5,0,0,0,0,0,6,3,0,938,201,1296,909,5,0,0,0
1132,418,0,0,0,1297,604,11,0,0,0,3,10544,15,11,703,0,0,1297,604,11,0,0,3834
1133,518,0,0,0,1296,927,12,3,1,783,3,12330,6,8,0,0,0,1194,352,11,1,792,10388
1134,517,0,0,0,1702,1182,8,0,0,0,2,5545,11,7,0,0,0,1279,1182,8,0,0,2686
1135,344,3,417,2374,1346,894,11,3,87,772,0,0,4,9,0,1,3712,453,894,11,114,686,0
1136,340,5,2158,136,383,1053,8,0,0,0,0,0,5,2,0,1523,165,1,534,8,0,0,0
1137,328,1,1,1420,1195,69,8,0,0,0,1,6340,12,4,0,0,0,1218,1062,3,0,0,0
1138,417,3,96,1276,319,1042,8,2,699,1454,1,12447,7,0,0,547,2594,1091,669,7,1,2485,0
1139,418,2,356,3267,1226,590,10,0,0,0,3,10589,37,13,0,430,263,1227,590,10,0,0,6860
1140,331,0,0,0,198,445,3,0,0,0,2,2509,32,15,0,0,0,150,1180,3,0,0,12848
1141,519,0,0,0,1038,381,10,0,0,0,4,3208,11,6,0,0,0,1784,755,3,0,0,10218
1142,418,0,0,0,1649,445,3,0,0,0,3,2890,13,2,716,0,0,1202,445,3,0,0,1878
1143,328,2,5,204,1297,680,10,0,0,0,0,0,17,7,0,3,1673,1297,680,10,0,0,0
1144,418,1,547,1272,380,510,10,1,422,1082,2,6303,43,4,0,0,0,1226,510,10,0,0,11858
1145,406,2,791,3857,1,177,11,1,1,544,2,1914,2,9,0,791,3857,1936,177,11,0,0,1544
1146,519,0,0,0,1296,365,11,0,0,0,3,2778,16,2,67,0,0,1296,145,3,0,0,10749
1147,328,0,0,0,1226,550,12,0,0,0,3,3997,38,13,0,0,0,1226,581,11,0,0,3998
1148,430,3,79,227,867,841,10,4,430,1777,1,7067,0,13,0,2425,4083,868,1161,3,782,1779,0
1149,418,0,0,0,847,1156,11,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0
1150,517,2,215,3768,1,12,11,0,0,0,1,9175,32,4,220,615,2374,1296,447,10,0,0,0
1151,331,1,917,44,1195,200,3,0,0,0,1,2039,28,7,188,0,0,1275,182,3,0,0,0
1152,331,1,51,2633,1195,980,11,0,0,0,1,12928,19,7,0,0,0,1275,1146,10,0,0,0
1153,412,0,0,0,1645,808,10,0,0,0,0,0,24,24,0,0,0,1,808,10,0,0,0
1154,344,4,1893,375,362,376,11,0,0,0,3,8478,8,8,314,995,3846,362,376,11,0,0,1508
1155,417,3,505,3109,1715,840,10,0,0,0,1,10833,6,22,0,1785,3596,1724,980,11,0,0,0
1156,519,0,0,0,1195,69,8,0,0,0,1,6766,17,23,0,0,0,1194,95,3,0,0,0
1157,518,1,2265,1512,1,12,11,0,0,0,2,11240,7,9,0,0,0,1,12,11,0,0,751
1158,516,0,0,0,1,915,12,0,0,0,4,2259,14,10,0,0,0,1,980,11,0,0,2341
1159,328,1,268,2586,1204,69,8,0,0,0,2,5597,40,8,610,0,0,1296,173,3,0,0,8772
1160,516,2,602,1474,1195,212,9,0,0,0,7,8572,0,9,0,392,2850,1198,593,3,0,0,3439
1161,430,5,1213,3573,565,715,11,0,0,0,0,0,4,8,0,707,4393,565,360,12,0,0,0
1162,335,2,137,814,1189,346,12,2,757,1183,4,10724,8,6,0,1,1911,1189,577,11,498,80,2123
1163,418,0,0,0,1,12,11,0,0,0,5,3827,16,0,0,0,0,1,12,11,0,0,3904
1164,418,1,2360,3410,1268,1147,10,0,0,0,3,6567,9,5,0,0,0,1962,1147,10,0,0,3967
1165,516,3,1,1983,1297,915,12,0,0,0,0,0,0,10,0,1,3393,1296,12,11,0,0,0
1166,517,0,0,0,1225,1007,10,0,0,0,2,9668,15,10,67,0,0,1231,350,3,0,0,9669
1167,519,0,0,0,1457,904,10,1,509,1513,4,2468,25,14,0,0,0,1205,470,3,0,0,5773
1168,418,3,2356,1088,1297,212,9,0,0,0,4,9628,23,0,0,2356,3183,1254,894,11,0,0,11663
1169,417,4,1117,2374,996,158,8,1,75,1449,4,7960,9,2,0,469,3054,1334,660,8,0,0,2454
1170,516,1,249,2918,1,919,3,0,0,0,3,9918,5,0,0,0,0,1443,510,10,0,0,10340
1171,517,0,0,0,777,1012,8,0,0,0,1,9155,11,11,67,0,0,1274,1012,8,0,0,0
1172,412,3,1,239,323,1053,8,1,639,600,2,11597,6,13,0,1794,738,363,211,3,0,0,11632
1173,326,0,0,0,1297,1174,12,0,0,0,5,12935,11,11,0,0,0,1297,1163,10,0,0,5128
1174,328,0,0,0,1,12,11,0,0,0,4,10156,12,7,0,0,0,1290,12,11,0,0,8533
1175,328,1,1710,2042,1275,1166,3,6,236,2360,2,2829,32,18,555,0,0,1688,999,3,500,42,8486
1176,328,0,0,0,280,212,9,0,0,0,3,4956,19,3,0,0,0,0,0,0,0,0,905
1177,418,0,0,0,1195,954,10,0,0,0,2,11463,30,3,0,0,0,1205,1012,8,0,0,11295
1178,417,3,195,94,1002,391,8,2,199,1570,0,0,1,4,0,195,2149,358,433,10,56,1569,0
1179,418,0,0,0,1297,1163,10,0,0,0,2,12018,43,4,0,0,0,0,0,0,0,0,7036
1180,418,0,0,0,1297,986,3,0,0,0,3,1181,21,4,215,0,0,1188,478,10,0,0,9594
1181,516,1,1,3943,1296,514,11,0,0,0,3,10663,8,9,0,0,0,1296,514,11,0,0,7203
1182,418,0,0,0,1195,12,11,0,0,0,0,0,45,4,223,0,0,1,12,11,0,0,0
1183,340,2,1967,1149,1195,12,11,0,0,0,2,11399,6,0,334,966,2374,1652,581,11,0,0,3682
1184,331,1,924,367,209,154,10,1,388,1556,1,1441,18,0,196,0,0,1294,154,10,0,0,0
1185,519,0,0,0,1,1163,10,0,0,0,2,4589,10,3,0,0,0,1195,1007,10,0,0,4136
1186,328,0,0,0,1296,1147,10,0,0,0,2,9179,34,13,223,0,0,1226,283,3,0,0,2346
1187,340,2,542,291,278,896,10,0,0,0,1,4453,12,16,334,1255,3463,447,896,10,0,0,0
1188,328,0,0,0,1205,12,11,0,0,0,1,6315,36,14,0,0,0,1205,145,3,0,0,0
1189,326,0,0,0,1457,458,12,0,0,0,4,8615,17,4,668,0,0,1457,400,11,0,0,5791
1190,518,0,0,0,211,919,3,0,0,0,4,10497,26,10,652,0,0,1275,474,10,0,0,2347
1191,418,1,2358,888,280,402,10,0,0,0,2,1118,16,0,0,0,0,0,0,0,0,0,1810
1192,519,0,0,0,1296,1163,10,0,0,0,2,7026,20,16,0,0,0,1296,1163,10,0,0,5160
1193,342,3,524,4105,1032,577,11,0,0,0,3,4423,9,6,264,528,3107,1266,69,8,0,0,7403
1194,326,0,0,0,248,904,10,0,0,0,3,4016,14,9,0,0,0,1205,250,3,0,0,6811
1195,342,3,1203,4189,219,482,9,5,740,121,3,4177,8,11,0,700,233,1297,482,9,1,1315,12987
1196,328,1,2102,2135,1195,12,11,0,0,0,3,10708,21,5,0,0,0,1189,281,3,0,0,6981
1197,328,0,0,0,1226,630,11,0,0,0,3,4495,35,7,623,0,0,1225,590,10,0,0,6296
1198,517,0,0,0,1,365,11,0,0,0,2,12150,23,9,0,0,0,1297,12,11,0,0,11178
1199,418,1,2386,1492,248,1163,10,0,0,0,1,3848,18,5,0,0,0,1205,1163,10,0,0,0
1200,418,0,0,0,1,675,12,0,0,0,0,0,6,10,0,0,0,1297,674,12,0,0,0
1201,418,1,1034,299,218,510,10,0,0,0,2,3340,16,0,0,0,0,280,678,3,0,0,1404
1202,430,3,1,1093,326,427,10,1,496,446,0,0,4,0,366,1,2511,458,553,12,0,0,0
1203,418,1,1373,1456,1297,427,10,0,0,0,2,12208,7,14,0,0,0,361,964,10,0,0,5045
1204,328,0,0,0,1,577,11,0,0,0,3,5701,24,10,243,0,0,1,860,10,0,0,6286
1205,418,0,0,0,1909,548,11,0,0,0,3,4602,18,8,722,0,0,1185,644,10,0,0,10488
1206,519,0,0,0,778,1012,8,0,0,0,8,2436,22,25,0,0,0,849,683,3,0,0,3065
1207,418,1,2357,715,1297,604,11,2,513,2613,2,4505,18,4,220,0,0,0,0,0,167,1262,11984
1208,340,3,1125,496,448,970,11,0,0,0,1,8556,4,6,0,461,3540,277,572,8,0,0,0
1209,516,1,241,2648,1457,510,10,0,0,0,3,8365,4,7,0,0,0,1205,604,11,0,0,637
1210,418,0,0,0,1296,72,8,1,711,2398,2,1028,15,17,722,0,0,1285,72,8,0,0,3708
1211,328,1,251,3639,1195,1163,10,0,0,0,3,9762,31,4,223,0,0,271,1031,3,0,0,12385
1212,516,0,0,0,1289,919,3,0,0,0,3,9196,0,7,0,0,0,1290,904,10,0,0,9864
1213,516,2,1,1262,277,624,9,1,1,2606,2,2597,0,8,0,204,2642,1297,624,9,0,0,7249
1214,517,0,0,0,1,577,11,0,0,0,3,561,3,3,0,0,0,1189,841,10,0,0,9880
1215,331,0,0,0,1296,901,10,1,711,2522,2,4095,17,6,0,0,0,1297,656,3,0,0,7610
1216,331,1,51,3902,1296,986,3,0,0,0,3,13043,9,5,36,0,0,1285,324,3,0,0,9
1217,418,1,1356,744,1296,952,11,0,0,0,2,5337,15,8,700,0,0,288,147,12,0,0,2709
1218,417,4,1564,3846,381,1053,8,0,0,0,2,2451,9,6,0,1,3846,1506,1053,8,0,0,2594
1219,519,0,0,0,1457,849,12,0,0,0,8,9570,14,11,0,0,0,1205,1159,12,0,0,11510
1220,516,0,0,0,1679,1091,10,0,0,0,3,651,0,1,0,0,0,1285,1091,10,0,0,4109
1221,517,1,241,1272,1297,577,11,0,0,0,2,9889,1,1,67,0,0,1297,577,11,0,0,8043
1222,418,1,2360,3604,1297,986,3,0,0,0,2,2960,32,9,706,0,0,1297,986,3,0,0,8378
1223,427,2,2035,2330,1,171,10,0,0,0,0,0,7,6,501,799,66,0,0,0,0,0,0
1224,328,0,0,0,1296,12,11,0,0,0,2,4365,13,2,0,0,0,1296,12,11,0,0,6010
1225,418,0,0,0,1226,69,8,0,0,0,3,9503,26,7,698,0,0,1227,387,3,0,0,12030
1226,417,3,1759,656,1384,539,8,1,711,1521,3,3876,10,0,0,1542,3045,1203,953,12,0,0,12680
1227,517,1,1,1456,279,550,12,0,0,0,0,0,0,11,0,0,0,1362,548,11,0,0,0
1228,326,0,0,0,1205,1163,10,0,0,0,2,10762,9,12,0,0,0,1203,171,10,0,0,11394
1229,418,2,215,1910,1195,1163,10,0,0,0,2,2461,22,2,0,215,4151,1265,1163,10,0,0,4146
1230,418,1,2113,2967,1297,12,11,0,0,0,2,2212,7,6,0,0,0,1297,12,11,0,0,2222
1231,519,1,2249,4047,1265,394,10,0,0,0,2,5911,5,5,0,0,0,1275,394,10,0,0,6145
1232,328,1,1641,1835,1457,547,10,0,0,0,3,661,35,9,0,0,0,1195,547,10,0,0,933
1233,418,0,0,0,1296,171,10,0,0,0,2,9618,32,0,0,0,0,1296,1005,3,0,0,463
1234,340,1,1540,3759,998,391,8,0,0,0,1,949,5,4,0,0,0,361,680,10,0,0,0
1235,331,0,0,0,1195,510,10,0,0,0,2,9312,27,3,0,0,0,1192,897,8,0,0,7265
1236,418,0,0,0,1203,1019,3,0,0,0,3,469,13,8,0,0,0,248,1163,10,0,0,1090
1237,517,0,0,0,1649,427,10,0,0,0,3,4860,22,6,67,0,0,1205,427,10,0,0,12325
1238,517,0,0,0,1773,365,11,0,0,0,2,2079,12,2,0,0,0,280,630,11,0,0,4836
1239,328,1,1,585,1275,276,10,0,0,0,2,6818,43,8,11,0,0,1189,276,10,0,0,6425
1240,418,0,0,0,1297,1163,10,0,0,0,3,13012,33,5,247,0,0,1297,1166,3,0,0,12708
1241,519,0,0,0,1518,980,11,0,0,0,2,4740,22,0,0,0,0,1265,980,11,0,0,10136
1242,418,0,0,0,1417,70,8,2,359,2643,3,2970,4,2,0,0,0,280,581,11,359,322,3894
1243,331,0,0,0,1457,171,10,0,0,0,3,7996,22,10,196,0,0,1297,321,3,0,0,10819
1244,328,1,2102,678,1863,745,8,0,0,0,4,12508,38,10,0,0,0,1,847,9,0,0,12801
1245,328,1,1024,3369,1195,173,3,1,359,509,2,13073,11,8,49,0,0,1297,173,3,0,0,11889
1246,328,0,0,0,1226,447,10,0,0,0,1,6399,34,2,0,0,0,1242,785,3,0,0,0
1247,516,0,0,0,1784,249,10,0,0,0,2,7519,8,2,0,0,0,1296,249,10,0,0,12869
1248,418,0,0,0,1205,1163,10,1,1,226,3,10331,26,15,746,0,0,1205,1163,10,0,0,10421
1249,328,0,0,0,1275,491,10,0,0,0,2,6296,35,10,614,0,0,1226,173,3,0,0,3604
1250,516,0,0,0,481,427,10,1,1,456,3,4680,11,11,689,0,0,361,440,3,0,0,4160
1251,518,1,734,3818,1297,909,5,0,0,0,6,4007,32,22,532,0,0,1296,256,3,0,0,4006
1252,412,0,0,0,248,548,11,3,701,1750,1,10408,18,7,0,0,0,1195,832,3,388,1750,0
1253,328,0,0,0,757,590,10,0,0,0,2,10496,17,5,0,0,0,757,387,3,0,0,2707
1254,517,2,1,2721,1204,327,9,0,0,0,1,10035,6,0,0,1,1448,1204,199,12,0,0,0
1255,516,2,601,2476,1297,212,9,0,0,0,4,5457,13,7,67,601,391,1297,215,3,0,0,1036
1256,406,1,2192,2773,418,909,5,0,0,0,3,12270,19,5,575,0,0,361,376,11,0,0,12278
1257,328,0,0,0,1297,1182,8,2,1,86,2,8381,34,0,0,0,0,1217,1007,10,822,2473,12
1258,418,1,1,4167,1297,1182,8,0,0,0,2,2139,18,8,0,0,0,1296,581,11,0,0,9335
1259,342,1,563,584,173,276,10,0,0,0,3,12963,28,6,0,0,0,1275,1012,8,0,0,8493
1260,516,2,226,2644,1204,69,8,0,0,0,4,12532,11,14,0,149,1797,1296,438,3,0,0,6106
1261,418,0,0,0,1195,1163,10,0,0,0,2,5401,13,16,722,0,0,1227,645,3,0,0,10308
1262,418,0,0,0,834,1012,8,0,0,0,3,357,31,4,0,0,0,1275,1012,8,0,0,3836
1263,328,0,0,0,1296,1163,10,0,0,0,2,12364,24,12,614,0,0,1195,259,3,0,0,6796
1264,516,1,1,136,1296,471,11,0,0,0,2,12776,0,3,0,0,0,1296,471,11,0,0,5285
1265,340,1,2394,1478,1530,178,12,0,0,0,0,0,1,18,0,0,0,1892,177,11,0,0,0
1266,517,0,0,0,1296,482,9,0,0,0,1,3160,5,13,0,0,0,1296,514,11,0,0,0
1267,331,2,924,3846,1931,909,5,0,0,0,0,0,15,7,191,927,628,1936,115,10,0,0,0
1268,417,3,547,677,278,82,8,1,606,579,2,11312,8,5,0,547,1276,277,212,9,0,0,2628
1269,418,1,1024,459,1296,986,3,0,0,0,2,6899,31,0,218,0,0,1285,977,3,0,0,2859
1270,417,2,499,1529,532,980,11,3,733,2100,0,0,0,2,0,1936,2439,0,0,0,210,2099,0
1271,328,0,0,0,1289,1163,10,3,465,2178,1,11907,21,6,0,0,0,1788,991,10,465,2137,0
1272,430,2,1610,902,372,1012,8,1,156,2574,2,1039,0,0,0,381,1732,0,0,0,0,0,2584
1273,517,0,0,0,1289,1156,11,3,501,198,2,10201,21,29,0,0,0,1294,1156,11,684,197,10038
1274,412,2,87,1618,30,860,10,3,1,39,0,0,8,13,0,467,839,383,431,3,444,1707,0
1275,519,1,1989,3892,1296,365,11,0,0,0,3,3390,5,10,0,0,0,1296,365,11,0,0,11702
1276,418,1,1012,1277,1297,12,11,0,0,0,2,2596,12,12,0,0,0,1290,270,10,0,0,6973
1277,427,2,2045,219,383,954,10,0,0,0,0,0,13,14,0,2042,4093,383,683,3,0,0,0
1278,328,0,0,0,1195,548,11,2,172,1141,3,3243,12,0,0,0,0,1195,548,11,172,88,10512
1279,427,4,801,2987,1011,1106,12,2,333,1456,0,0,8,4,502,459,1109,1623,669,7,807,2647,0
1280,519,1,232,1981,1275,514,11,0,0,0,4,5557,34,18,0,0,0,1275,203,3,0,0,5193
1281,412,1,930,1365,380,964,10,2,284,2040,0,0,21,12,0,0,0,0,0,0,284,2039,0
1282,331,1,919,2255,1195,270,10,0,0,0,1,9317,6,7,188,0,0,280,270,10,0,0,0
1283,417,3,112,3708,560,847,9,2,1,1786,1,10693,9,0,0,289,2440,885,604,11,1,1251,0
1284,331,1,2447,3374,209,1012,8,0,0,0,3,11987,14,17,0,0,0,1296,719,3,0,0,7052
1285,418,1,367,1748,1296,1163,10,0,0,0,3,9355,23,11,0,0,0,1198,2,3,0,0,5058
1286,418,1,322,357,1297,577,11,0,0,0,5,10710,7,3,0,0,0,1297,577,11,0,0,11018
1287,328,0,0,0,1275,400,11,0,0,0,2,12386,15,7,614,0,0,1275,400,11,0,0,9462
1288,418,0,0,0,1296,590,10,0,0,0,3,7787,24,3,0,0,0,1285,682,3,0,0,7789
1289,328,0,0,0,1771,164,8,0,0,0,7,12662,10,6,0,0,0,1797,900,10,0,0,6221
1290,516,0,0,0,1,1091,10,0,0,0,6,3595,14,2,0,0,0,1,590,10,0,0,1976
1291,519,1,1,242,815,327,9,0,0,0,4,8217,4,2,0,0,0,380,327,9,0,0,12053
1292,328,0,0,0,155,69,8,0,0,0,0,0,30,11,0,0,0,1275,581,11,0,0,0
1293,516,2,390,1461,1936,434,5,0,0,0,1,9029,3,11,0,249,1554,773,434,5,0,0,0
1294,418,1,1014,1272,209,154,10,0,0,0,2,8304,22,8,0,0,0,361,337,3,0,0,4075
1295,331,0,0,0,1275,1012,8,0,0,0,2,8626,0,8,0,0,0,1688,1209,3,0,0,3319
1296,517,1,1109,4118,834,189,12,2,430,774,4,5645,4,9,0,0,0,834,177,11,430,775,1512
1297,519,1,1989,3768,1296,212,9,0,0,0,2,5846,5,5,0,0,0,1297,471,11,0,0,10931
1298,519,2,249,790,1296,154,10,0,0,0,2,8078,7,8,473,941,209,1297,752,3,0,0,1461
1299,519,0,0,0,1226,12,11,3,361,115,2,5770,10,12,0,0,0,1227,40,10,13,116,7216
1300,331,2,48,986,2006,1040,8,0,0,0,2,7517,39,0,202,1,1061,1980,526,12,0,0,3484
