岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位
516,0,[],[],[1357 1357],[80 1038],[7 24],0,[],[],4,[7114 7337 5782 7436],5,16,[]
324,0,[],[],[1287 791],[822 822],[13 12 26 11],0,[],[],2,[10712 7759],12,8,[]
430,3,[2949 2504 1491],[3070 1782 3130],[531 400],[963 1038],[4 24],4,[156 466 449 156],[2071 2072 1928 2291],0,[],13,9,[]
519,2,[193 193],[1395 534],[294 1347],[996 99],[0 21],0,[],[],4,[9565 7847 6210 5971],9,1,[]
418,0,[],[],[0],[45],[11],0,[],[],3,[11636 15092 11118],24,0,[232]
324,0,[],[],[1357 2064],[21 21],[13 12 26 11],0,[],[],5,[15959 14648 8279 16884 18060],37,12,[]
427,3,[749 1858 1820],[4289 2562 4281],[1579 536 1052 2033],[924 640 640 679],[7 22 22 24],1,[797],[1452],0,[],3,4,[]
328,2,[2700 520],[1821 42],[1357 747 1357],[233 203 233],[4 25 18],0,[],[],1,[9429],58,0,[633]
412,3,[1352 1567 2145],[1030 141 754],[398],[142],[3],1,[399],[321],0,[],14,7,[]
328,0,[],[],[1350 1355],[213 213],[13 12 26 11],0,[],[],2,[4202 12203],2,2,[571]
418,1,[1808],[2865],[1357 1357],[726 679],[13 12 24],0,[],[],3,[13130 2794 1765],10,6,[232]
328,0,[],[],[1246 1265],[587 587],[12 24],2,[845 845],[2059 2002],2,[15138 17785],5,12,[]
340,2,[1893 141],[835 4919],[0 1126],[147 679],[7 24],2,[0 709],[1941 1806],2,[18212 18213],8,14,[]
516,1,[2843],[3255],[1357 1280],[1245 1245],[12 24],0,[],[],2,[9848 7319],19,7,[]
517,2,[1491 1491],[4305 2751],[1358 1358],[638 638],[13 12 26 11],0,[],[],4,[7942 8509 3342 9397],9,7,[]
328,0,[],[],[171 0],[788 679],[4 24],0,[],[],2,[639 13856],20,4,[]
328,1,[1313],[412],[1551 1265],[1047 822],[0 26 11],0,[],[],0,[],10,5,[630]
328,0,[],[],[1357],[992],[11],0,[],[],1,[14543],34,6,[]
517,0,[],[],[1264 1260],[427 45],[13 12 24],0,[],[],4,[10221 17557 4386 9369],7,23,[657]
331,1,[2597],[666],[1358 1358 1358],[21 21 1338],[13 12 26 12 14],0,[],[],1,[588],23,7,[]
332,0,[],[],[1357 1357],[1032 236],[12 18],0,[],[],2,[11325 3929],15,6,[]
517,0,[],[],[0 1358],[978 666],[8 5 13 12 26 11],0,[],[],1,[13274],3,3,[]
331,1,[1135],[2979],[1358],[1130],[11],0,[],[],2,[13694 1277],62,4,[36]
412,1,[2282],[4140],[1354],[1087],[11],2,[418 312],[487 290],2,[13226 13241],18,0,[]
519,2,[2378 2802],[2189 3590],[1995 0 293],[726 726 998],[13 12 26 12 24],2,[458 458],[2208 350],0,[],15,10,[]
418,0,[],[],[1255 1255],[1063 1088],[4 24],0,[],[],3,[5503 10289 7498],15,2,[]
418,1,[446],[811],[1926],[63],[0],0,[],[],5,[13067 12769 13752 5205 1858],19,1,[744]
331,1,[0],[2603],[1358 1358],[1301 1143],[12 18],4,[790 648 559 700],[2607 435 1470 2623],3,[17695 11715 12451],22,12,[]
516,1,[2374],[2377],[0 0],[382 542],[8 5 13 12 26 11],1,[0],[1206],4,[4649 6224 8362 16332],0,12,[]
519,0,[],[],[1357 0],[1179 1074],[12 14],0,[],[],3,[3284 12327 10101],4,13,[]
328,0,[],[],[1031 1292],[250 250],[8 5 13 12 23 5 13 11],0,[],[],2,[8419 9068],11,5,[550]
347,1,[1840],[484],[1382 1383 1290],[1079 247 1079],[4 19 18],0,[],[],2,[2450 2635],13,5,[]
517,0,[],[],[1255 1357],[634 670],[0 26 11],0,[],[],3,[10375 6190 16169],7,6,[]
324,0,[],[],[754 1288],[638 638],[13 12 26 11],0,[],[],3,[8168 12793 14878],27,11,[]
332,0,[],[],[171 892],[1087 1087],[12 24],0,[],[],4,[4050 14099 14030 9370],38,13,[294]
418,0,[],[],[1357 1358],[314 314],[12 24],0,[],[],1,[717],21,0,[244 726]
517,0,[],[],[1246 1246 1246 421 0 491],[591 939 591 939 591 939],[13 12 22 26 12 22 26 12 21],0,[],[],2,[1073 16793],21,3,[]
418,2,[2870 2870],[1587 498],[1284],[250],[8 5 13 11],0,[],[],3,[14669 1993 16564],48,0,[232]
328,2,[258 2693],[212 3669],[1358 1260],[1046 679],[5 13 12 24],0,[],[],1,[18215],36,0,[]
517,3,[0 2035 2035],[581 1663 5114],[1357 1357 0 0],[1321 732 150 149],[12 19 27 14],0,[],[],2,[16940 6645],6,24,[]
517,0,[],[],[1358 1358],[1314 1314],[13 12 26 11],0,[],[],3,[2332 4961 18098],10,1,[]
418,1,[2619],[1114],[1286 1288],[203 1336],[12 18],0,[],[],1,[261],23,4,[718]
418,1,[1296],[5507],[1886 1288],[151 822],[0 26 11],0,[],[],2,[13125 2891],26,3,[]
519,1,[271],[3984],[1180 1265],[382 465],[8 5 13 12 26 11],0,[],[],4,[7013 8608 8011 8029],10,3,[]
332,0,[],[],[1255 1255],[171 294],[4 18],0,[],[],2,[9450 3229],31,6,[302]
517,1,[0],[4134],[1255 1336 183],[1314 1322 1309],[13 12 19 14],1,[0],[119],3,[2733 2732 5251],39,13,[]
417,5,[2223 1972 1449 2518 2072],[5307 1933 4224 4385 4194],[406 1290],[1366 1038],[7 24],1,[797],[1938],0,[],18,8,[]
412,1,[1134],[1897],[405],[1155],[6],2,[709 816],[2192 2191],4,[404 5506 1832 4026],27,2,[]
518,1,[1491],[1810],[1727 302],[250 250],[8 5 13 12 23 5 13 11],2,[853 852],[667 667],3,[3698 4377 13013],33,1,[]
517,0,[],[],[1252 58],[737 1028],[12 21],0,[],[],5,[8482 9339 8701 8074 15541],14,16,[]
418,0,[],[],[1265 1265],[21 21],[13 12 26 11],0,[],[],2,[599 1588],19,6,[737]
417,7,[1235 1235 944 1947 2249 817 1785],[1483 803 448 135 3070 1574 2684],[335 1224],[1190 1201],[7 21],4,[265 655 0 0],[2666 2663 1796 2665],0,[],8,0,[]
328,0,[],[],[1357 1357],[21 352],[13 12 26 11],0,[],[],1,[16048],12,0,[584]
344,3,[1764 152 1559],[179 2936 4567],[1496 1715],[757 757],[7 21],0,[],[],0,[],7,0,[]
326,2,[287 1039],[2080 4377],[2096 1358],[155 1155],[7 21],0,[],[],3,[437 16045 17529],10,15,[]
519,1,[2463],[5393],[143 1358],[427 442],[13 12 24],0,[],[],0,[],4,10,[]
417,2,[1259 2838],[2228 1151],[1363 1388],[920 611],[7 21],0,[],[],4,[12070 15688 10166 13061],9,1,[323]
412,1,[0],[4460],[476 476],[481 492],[0 26 11],2,[458 494],[251 266],2,[5036 18209],11,0,[]
328,1,[1533],[1989],[1246 1246 1357],[382 377 382],[8 5 13 12 27 23 5 13 11],0,[],[],5,[8390 7176 8776 9133 8079],2,3,[]
417,3,[2158 0 867],[2321 822 4910],[913],[465],[13 11],1,[937],[1597],1,[5206],6,9,[]
331,0,[],[],[1255 1351],[1063 181],[4 18],0,[],[],2,[14723 3041],7,3,[]
518,0,[],[],[1350 1355],[465 465],[13 12 26 11],0,[],[],2,[4758 1849],0,3,[]
412,3,[0 0 1562],[3159 3590 4703],[398 398],[999 467],[4 24],1,[0],[1062],0,[],5,13,[]
344,2,[1105 1792],[4291 4255],[398 0],[96 213],[7 26 11],4,[0 458 0 0],[643 627 643 631],2,[3622 2390],7,1,[322]
418,0,[],[],[1358 1358],[83 83],[7 21],0,[],[],4,[8109 1239 8112 6348],22,4,[171]
516,1,[2280],[765],[1357 1357 1357],[1063 596 1063],[4 27 18],0,[],[],2,[7282 6176],7,17,[429]
517,0,[],[],[1264 1264 80],[382 230 822],[8 5 13 12 27 26 11],0,[],[],2,[11475 17740],2,7,[]
342,1,[0],[3083],[1287 1328],[696 1301],[13 12 24],0,[],[],3,[2574 184 11342],15,8,[]
412,0,[],[],[2091 1250],[115 638],[0 26 11],2,[709 826],[96 1342],2,[15735 6281],13,5,[214]
418,0,[],[],[1357],[634],[0],0,[],[],1,[13128],27,0,[]
326,0,[],[],[1357 0],[679 793],[12 18],0,[],[],1,[7963],36,3,[666]
516,0,[],[],[1357 1357 1351],[1130 298 499],[12 27 24],0,[],[],7,[10803 16096 10094 14134 10089 9937 6277],17,16,[]
516,1,[2819],[2421],[1357 294],[573 573],[12 24],0,[],[],2,[15383 13672],14,0,[]
328,0,[],[],[1358 1357],[213 213],[13 12 26 11],0,[],[],3,[13976 4640 7771],22,7,[]
518,1,[2622],[936],[1357 1357],[1046 510],[5 13 12 18],0,[],[],2,[3242 15910],15,14,[]
332,2,[0 0],[285 1496],[1255 1322],[510 510],[4 18],0,[],[],3,[9372 7062 2400],47,30,[300]
517,3,[1461 783 2836],[268 3973 1441],[741],[58],[5 6],0,[],[],1,[606],14,0,[]
418,0,[],[],[1357 1358],[631 628],[12 18],0,[],[],2,[16078 190],28,4,[]
331,0,[],[],[1358],[1155],[6],0,[],[],2,[12852 12851],14,4,[198]
418,1,[1287],[1960],[0 0],[514 505],[4 18],0,[],[],1,[9902],15,2,[]
412,4,[0 1341 1574 2114],[3590 1185 971 4656],[1071 476],[1201 233],[7 18],1,[539],[656],1,[2532],9,4,[]
519,2,[1367 2581],[2777 4931],[1255 1265],[750 751],[13 12 18],0,[],[],4,[10751 10752 10749 10750],18,29,[259]
519,2,[0 0],[4841 4841],[1255 1265],[1404 750],[0 26 11],0,[],[],5,[4682 7223 6744 14765 831],6,6,[]
332,0,[],[],[1255 1326],[1087 1087],[12 24],0,[],[],2,[8915 8796],27,8,[294]
519,0,[],[],[1255 1357],[80 321],[7 24],0,[],[],3,[4599 14453 2251],4,3,[]
328,0,[],[],[1255 1254],[1321 390],[12 24],0,[],[],2,[11001 1417],17,11,[624]
519,1,[287],[5071],[1939 1336 1336],[750 312 750],[13 12 19 26 11],0,[],[],2,[15341 16353],11,14,[260]
328,1,[0],[3007],[1538 1255],[696 1147],[13 12 18],0,[],[],2,[9015 6325],21,2,[]
342,1,[694],[2305],[1418 0],[1155 1373],[7 24],0,[],[],2,[16528 1332],9,13,[270]
517,0,[],[],[631 1265],[1235 514],[7 18],1,[440],[1178],3,[462 15162 2834],11,7,[]
418,0,[],[],[1287 1287],[203 203],[12 24],0,[],[],2,[3619 1119],21,8,[]
328,2,[0 0],[2951 3719],[1357 294],[1046 321],[5 13 12 24],0,[],[],3,[8396 16005 2155],12,0,[]
331,1,[0],[1949],[1255 1265],[514 1150],[4 18],0,[],[],1,[13635],17,9,[770]
430,2,[44 46],[4626 197],[1678 403 2034],[1201 987 413],[7 16 14],1,[0],[2664],0,[],11,13,[392]
516,1,[1661],[2573],[97 1897],[708 1130],[13 12 24],0,[],[],2,[6818 7649],6,30,[669]
418,0,[],[],[1357 1358],[465 670],[13 12 26 11],0,[],[],3,[5190 10648 15565],10,14,[]
331,0,[],[],[143 1265],[1306 781],[13 12 18],0,[],[],3,[10494 2640 5030],17,8,[]
519,0,[],[],[1357 1343],[1314 1314],[13 12 26 11],0,[],[],5,[17396 16804 6536 6534 1403],21,3,[88]
418,0,[],[],[1255 1265],[750 751],[13 12 18],0,[],[],2,[4788 4630],41,12,[24]
328,1,[397],[412],[1358 1357],[542 1119],[13 12 26 11],1,[434],[2481],3,[10071 11247 14573],12,5,[]
328,0,[],[],[1255 1292],[1025 446],[13 12 18],0,[],[],2,[3150 17330],38,4,[624]
412,2,[1784 1619],[5496 5525],[397 1309],[634 1025],[0 26 11],3,[0 20 0],[1081 2247 2247],3,[16806 13414 12933],5,8,[]
418,0,[],[],[1358 378],[83 1324],[7 18],0,[],[],2,[7206 7081],20,8,[]
412,3,[1775 1771 2153],[2858 4833 45],[398 395],[1199 1109],[7 26 11],2,[449 887],[2428 2427],0,[],5,4,[]
418,3,[2613 2605 2605],[4362 3463 854],[1357 312 1357],[902 461 967],[0 26 12 24],0,[],[],2,[16792 10265],18,8,[]
342,0,[],[],[171 171],[1342 1344],[7 18],0,[],[],3,[6879 1975 14974],7,4,[]
518,0,[],[],[1357 0],[1046 587],[5 13 12 24],0,[],[],3,[15741 3939 14001],10,4,[]
516,0,[],[],[631 666],[334 605],[0 14],0,[],[],2,[2927 14794],23,0,[]
326,1,[2580],[3586],[0 1357],[1063 404],[4 18],0,[],[],3,[11770 14370 16722],11,27,[217]
516,3,[243 243 1613],[4613 4123 3160],[0 1358],[1063 213],[4 26 11],0,[],[],1,[7959],11,9,[]
516,0,[],[],[1336 1336 1336],[1342 277 1342],[7 27 21],0,[],[],3,[733 2570 5541],5,12,[671]
340,3,[0 1915 1896],[3260 1303 1738],[1357 1691 1691],[1199 1304 397],[7 25 14],0,[],[],1,[11014],15,15,[346]
516,2,[2280 1309],[2978 4820],[1890 2053],[250 250],[8 5 13 12 23 5 13 11],0,[],[],1,[12913],5,6,[]
418,1,[1331],[3070],[0 298],[250 250],[8 5 13 12 23 5 13 11],0,[],[],4,[17154 17227 17238 17223],0,0,[]
347,3,[0 0 1838],[3023 3025 310],[1375 1290 1410],[457 1298 418],[12 19 14],0,[],[],0,[],1,13,[]
427,3,[2398 2512 1452],[4338 2639 1786],[481 403],[913 784],[7 24],0,[],[],3,[3660 12354 10969],11,15,[]
517,2,[2451 2451],[498 1875],[1252 1252],[250 250],[8 5 13 12 23 5 13 11],0,[],[],3,[12927 2263 17737],4,8,[]
519,0,[],[],[1357 1890],[518 236],[12 18],0,[],[],1,[7044],15,1,[662]
412,3,[3012 827 2160],[3560 4442 993],[1458 1458],[222 213],[0 26 11],2,[473 521],[607 2647],0,[],0,4,[]
418,0,[],[],[1357 1333],[1081 1081],[13 12 26 11],0,[],[],2,[7570 7135],36,4,[]
516,2,[987 987],[3216 3212],[1255 1358],[696 696],[13 12 26 11],0,[],[],1,[5618],0,4,[]
519,2,[2753 447],[882 3754],[0 0],[1321 1321],[12 24],0,[],[],0,[],6,6,[]
331,0,[],[],[219 1351],[1063 818],[4 18],0,[],[],2,[15386 14721],6,7,[198]
406,0,[],[],[448 1350],[1321 382],[12 23 5 13 11],0,[],[],6,[5005 16385 10927 14312 10205 7268],12,25,[]
344,4,[181 1178 1246 684],[3216 4730 3598 1727],[398 398],[1304 1304],[12 24],0,[],[],4,[4181 12808 6050 15245],3,0,[]
516,0,[],[],[1357 1357],[638 638],[13 12 26 11],0,[],[],8,[2296 10384 14771 9915 10398 7787 9946 13960],5,18,[75]
328,0,[],[],[1286 1303],[822 818],[13 12 18],0,[],[],2,[17701 13865],12,6,[538]
519,0,[],[],[1358 1358],[80 696],[7 26 11],0,[],[],3,[15051 15052 12509],4,13,[]
418,0,[],[],[231 1357],[1364 1179],[12 24],0,[],[],1,[2647],7,17,[]
519,2,[2451 2217],[2940 3834],[1263],[978],[8 5 13 11],0,[],[],2,[7180 12300],8,19,[]
412,2,[2480 823],[786 3962],[1325 1325],[80 696],[7 26 11],3,[20 494 736],[2168 1518 1500],1,[14384],7,31,[]
418,0,[],[],[1357],[726],[13 11],0,[],[],1,[937],19,4,[718]
328,0,[],[],[739 1287],[80 80],[7 21],0,[],[],2,[17332 8264],15,12,[633]
430,3,[2952 2966 2200],[1038 1195 3292],[401 476],[1262 439],[0 26 11],2,[685 528],[1923 972],0,[],5,3,[]
328,0,[],[],[0 1265],[717 1125],[8 5 13 12 18],0,[],[],3,[9612 9611 14667],15,7,[]
516,1,[0],[611],[437 151],[213 21],[13 12 26 11],0,[],[],6,[5999 6223 11781 7069 7948 17934],7,18,[]
328,0,[],[],[738 1288],[967 774],[12 18],0,[],[],4,[49 3 9463 50],52,10,[]
516,1,[272],[342],[1946 1542],[634 456],[0 18],0,[],[],4,[15690 2645 2398 17939],16,3,[112]
417,4,[1896 1896 1947 2548],[498 763 4583 4835],[395 571],[492 248],[13 12 18],1,[211],[1080],0,[],6,10,[]
328,0,[],[],[1027 1344 0],[1046 518 1046],[5 13 12 25 20 13 11],0,[],[],3,[10215 10456 13151],6,14,[]
516,1,[0],[4883],[1357 1358],[750 751],[13 12 18],0,[],[],1,[6588],14,11,[]
328,0,[],[],[1263 1255],[638 638],[13 12 26 11],0,[],[],2,[9401 8862],22,4,[]
342,0,[],[],[219 1288],[191 21],[4 26 11],0,[],[],3,[8441 16420 1060],19,8,[]
519,1,[1368],[267],[0 1255],[1046 1321],[5 13 12 24],0,[],[],2,[7490 17546],0,8,[]
418,2,[761 1296],[2241 5129],[1357 1315],[1342 1149],[7 24],0,[],[],1,[15451],13,3,[]
516,0,[],[],[1357 1357],[503 822],[5 13 12 26 11],0,[],[],2,[12698 14720],8,9,[]
418,0,[],[],[1357 1357],[1321 1179],[12 24],0,[],[],1,[9483],25,9,[758]
519,0,[],[],[751 751],[250 670],[8 5 13 12 26 11],0,[],[],0,[],15,3,[480]
328,1,[0],[2530],[1358 1288 1358],[784 784 784],[12 25 24],0,[],[],0,[],25,4,[624]
418,1,[0],[201],[0 1357],[442 866],[12 18],0,[],[],2,[9705 16286],11,7,[]
517,2,[0 0],[4879 4879],[1357 1357],[1314 1314],[13 12 26 11],0,[],[],4,[12695 17515 17519 12692],3,20,[]
328,0,[],[],[1295 302],[213 1025],[13 12 26 11],0,[],[],1,[13187],1,2,[603]
328,0,[],[],[1890 1890],[321 34],[12 18],0,[],[],2,[16648 10740],10,7,[620]
418,0,[],[],[1538 1265],[1321 1130],[12 24],0,[],[],2,[9307 9241],21,0,[]
328,0,[],[],[1357 1357],[679 840],[12 18],3,[434 736 211],[419 2644 543],2,[16694 15064],94,35,[]
418,0,[],[],[0 1336],[311 726],[4 26 11],1,[0],[762],3,[18117 13128 5263],69,8,[232]
418,1,[0],[1821],[1357 1357],[203 370],[12 18],0,[],[],6,[7500 12058 3117 3093 7164 11685],27,6,[232]
516,1,[0],[2192],[0 0],[1063 570],[4 18],0,[],[],4,[15785 7531 10321 10497],12,8,[]
516,1,[295],[3070],[1357 294],[1245 1245],[12 24],0,[],[],2,[5431 6097],0,2,[429]
328,0,[],[],[1551 1538],[427 427],[13 12 26 11],0,[],[],3,[1048 11972 8258],14,17,[]
516,2,[2374 3041],[3170 2719],[1255 1329],[1063 233],[4 18],0,[],[],5,[14833 12164 12163 12683 18070],10,19,[]
418,1,[918],[1574],[1358],[21],[13 11],1,[907],[1820],1,[4521],16,6,[]
517,0,[],[],[0 0 1358],[1342 1119 1342],[7 26 12 21],1,[430],[2903],0,[],2,7,[]
430,1,[462],[324],[401 401],[728 726],[0 26 11],3,[826 458 709],[555 556 428],0,[],11,2,[]
427,1,[1449],[4185],[481],[1106],[11],1,[0],[2409],0,[],20,2,[]
519,0,[],[],[1265 1255 0],[1321 1038 1321],[12 25 24],0,[],[],1,[835],18,15,[]
340,3,[1909 611 1744],[5419 3116 4888],[0 1836],[822 822],[13 12 26 11],1,[0],[1879],4,[3563 3056 3564 14737],14,16,[346]
331,0,[],[],[1255 1358],[352 1024],[13 12 18],0,[],[],2,[17195 4199],26,11,[]
328,0,[],[],[1255 1255 920],[631 495 495],[12 25 24],0,[],[],3,[7020 8866 6549],17,6,[]
342,0,[],[],[1357 1357],[959 1130],[4 24],0,[],[],3,[5169 6716 16360],19,12,[]
517,1,[1686],[2574],[143 1358],[1046 726],[5 13 12 26 11],0,[],[],4,[1464 1909 15815 5317],21,3,[]
519,1,[2243],[5356],[880 1721],[213 213],[13 12 26 11],0,[],[],6,[4512 9758 3676 6681 10665 9131],17,18,[]
519,2,[287 0],[5172 4123],[1287 1288],[634 635],[0 14],0,[],[],0,[],11,9,[]
342,0,[],[],[1352],[666],[13 11],0,[],[],4,[9028 9032 2480 16718],10,2,[]
328,1,[1303],[4198],[1357 1357],[352 985],[13 12 18],0,[],[],1,[8368],19,6,[]
406,2,[2983 1491],[2940 1901],[1255 1265],[80 293],[7 24],0,[],[],1,[8996],8,24,[]
417,3,[673 1896 2548],[4912 3660 3450],[1422 290],[978 213],[8 5 13 12 26 11],3,[150 114 0],[2113 621 618],1,[6179],13,12,[]
340,1,[2540],[2447],[2053 1890],[83 753],[7 18],0,[],[],1,[15438],9,12,[346]
331,0,[],[],[1255 1255 1353],[203 203 931],[12 25 24],0,[],[],3,[3097 14190 4158],16,8,[193]
331,1,[0],[2984],[1357 1346 1346],[1125 1125 729],[4 19 15],2,[0 581],[312 1319],3,[7590 101 12213],55,6,[39]
342,1,[1436],[2505],[1255 1265],[1321 799],[12 18],0,[],[],2,[4319 15854],29,0,[]
328,0,[],[],[0 0 0],[21 1100 1097],[13 12 19 18],0,[],[],3,[16047 7903 7902],13,3,[624]
418,0,[],[],[1357 1357 1357],[1155 1155 817],[7 22 18],0,[],[],2,[5154 11218],48,15,[]
331,0,[],[],[1358],[492],[13 11],4,[382 0 729 0],[2616 534 1842 3015],6,[10767 4853 10323 1278 18206 918],6,12,[]
430,3,[2958 2945 2727],[3886 1963 1961],[476],[321],[11],1,[319],[781],0,[],9,11,[]
427,2,[560 2517],[3438 3395],[400],[439],[13 11],1,[826],[1853],2,[1827 13338],7,7,[]
328,6,[2289 0 334 0 0 0],[412 729 2896 108 2925 2902],[1255 1262],[587 514],[12 18],0,[],[],1,[9944],27,0,[]
412,3,[1809 713 1829],[4553 602 807],[1084 388],[195 730],[7 24],3,[20 736 845],[2044 1669 1668],2,[13188 13217],6,15,[]
418,1,[1067],[2644],[1358 1248],[1342 696],[7 26 11],0,[],[],1,[1079],5,2,[244]
519,0,[],[],[1622 1623],[666 666],[13 12 26 11],0,[],[],5,[6644 6639 13731 13488 9767],8,6,[]
418,0,[],[],[1358],[1025],[13 11],0,[],[],2,[12799 17473],16,4,[]
406,0,[],[],[1551 1538 1551],[80 1119 80],[7 26 12 21],0,[],[],3,[14426 9033 8518],8,11,[]
517,1,[1393],[3816],[1248 1248],[978 978],[8 5 13 12 23 5 13 11],3,[861 861 860],[2110 2109 2116],0,[],5,4,[466]
331,0,[],[],[1357 1357],[171 171],[4 18],0,[],[],3,[572 9070 12036],15,9,[198]
519,1,[1368],[223],[1357 1255],[591 591],[13 12 26 11],0,[],[],1,[6577],17,1,[]
418,0,[],[],[1264 378],[1155 218],[7 18],0,[],[],2,[9242 5160],35,7,[]
342,2,[287 1637],[2537 1507],[254 1346],[679 785],[12 18],0,[],[],2,[8431 3271],31,6,[279]
516,2,[1160 2372],[267 2637],[1357 1357],[730 191],[12 18],0,[],[],2,[12192 7262],28,6,[88]
516,0,[],[],[183 1786],[1014 670],[0 26 11],0,[],[],3,[17043 17647 6786],33,21,[]
517,0,[],[],[1357 293],[717 1081],[8 5 13 12 26 11],0,[],[],1,[14863],17,0,[88]
412,2,[1491 2386],[1724 4232],[367],[1317],[3],2,[0 0],[1337 28],0,[],12,0,[]
517,1,[0],[4886],[728 1286],[1314 1314],[13 12 26 11],0,[],[],3,[9433 6047 8162],27,15,[]
516,0,[],[],[1357 446 1357],[708 708 708],[13 12 26 12 26 11],0,[],[],0,[],2,13,[]
518,2,[0 1324],[4852 4727],[1263],[439],[13 11],0,[],[],0,[],4,15,[]
519,0,[],[],[1258 0 1407],[1063 1077 291],[4 27 18],2,[0 434],[3081 729],0,[],33,23,[]
328,1,[1271],[2196],[1357],[1364],[11],1,[459],[2952],1,[360],6,14,[584]
516,1,[1118],[267],[1908 0],[790 790],[4 18],2,[196 196],[1933 1772],4,[15622 15619 16093 2841],54,4,[770]
516,0,[],[],[1358 294],[1119 368],[13 12 18],0,[],[],2,[4477 17018],30,0,[79]
418,1,[2637],[2955],[1358],[1155],[6],0,[],[],0,[],2,2,[]
344,4,[204 1738 1205 1573],[2452 159 798 1044],[913 397],[1201 866],[7 18],0,[],[],1,[12209],7,6,[]
516,0,[],[],[0 0 0],[591 591 1414],[13 12 26 12 14],0,[],[],0,[],4,5,[]
517,0,[],[],[1286 1336],[1063 518],[4 24],0,[],[],7,[5794 9136 10217 14022 9371 3414 7829],22,30,[174 60]
519,0,[],[],[171 1890],[213 331],[13 12 18],0,[],[],3,[17076 11451 4769],11,0,[491]
418,1,[2139],[1821],[1255 1265],[80 293],[7 24],2,[20 356],[2157 745],2,[13730 12215],8,16,[]
417,4,[1209 1209 0 1765],[4595 4928 2241 267],[1066 378],[1199 1025],[7 26 11],0,[],[],2,[2103 1051],9,2,[]
519,2,[308 1160],[882 267],[1357 379],[784 784],[12 24],0,[],[],0,[],7,4,[]
328,0,[],[],[1287 1287],[439 439],[13 12 26 11],0,[],[],1,[13154],5,5,[]
516,1,[287],[4873],[1357 1357],[634 1119],[0 26 11],0,[],[],1,[12915],8,14,[88]
324,0,[],[],[1252 1326],[587 1032],[12 24],0,[],[],2,[4293 5383],23,2,[]
418,0,[],[],[294 1357 1357],[1180 772 784],[4 27 24],0,[],[],3,[9303 11711 9574],26,15,[]
518,1,[1478],[4455],[1350 1355],[1130 696],[12 26 11],0,[],[],1,[1421],2,12,[]
519,0,[],[],[171 1252],[1321 1321],[12 24],0,[],[],3,[1911 2218 13574],18,7,[]
518,2,[1127 2451],[2176 2080],[1357 1357],[1046 456],[5 13 12 18],0,[],[],3,[18145 3521 17685],19,2,[]
418,1,[1287],[1253],[739 1286],[967 215],[12 18],0,[],[],2,[644 13510],28,7,[]
328,1,[2696],[1303],[1255],[1130],[11],2,[618 618],[1612 3090],1,[14650],23,10,[624]
331,1,[1134],[1319],[1357 1357 1288],[175 171 350],[0 19 18],0,[],[],4,[10564 16494 1280 6390],19,6,[]
418,1,[0],[109],[978 1254],[442 1227],[12 18],0,[],[],1,[17726],28,7,[198]
347,1,[3004],[3006],[1837 1290],[352 352],[13 12 26 11],0,[],[],3,[4139 15101 12689],14,14,[]
517,0,[],[],[1357 1357 35],[21 21 1028],[13 12 26 12 21],0,[],[],4,[15375 13513 11182 11691],26,22,[648]
516,0,[],[],[1255 1248],[427 439],[13 12 26 11],0,[],[],2,[3892 5115],12,2,[88]
418,0,[],[],[1357 1284],[21 1025],[13 12 26 11],0,[],[],2,[10998 12225],20,7,[758]
519,1,[0],[462],[1357 1357],[708 1081],[13 12 26 11],0,[],[],0,[],4,12,[]
519,0,[],[],[258 0 1265],[1321 1399 294],[12 27 18],0,[],[],2,[3781 7809],12,2,[675]
331,1,[0],[1317],[1255],[514],[3],0,[],[],3,[2453 1842 1841],54,0,[774]
344,3,[0 3019 0],[5277 5150 5042],[1356 1353],[1092 1125],[12 18],0,[],[],4,[11920 2463 10062 12950],10,10,[]
406,0,[],[],[1728 1265],[27 634],[7 14],0,[],[],3,[5361 15504 17971],5,0,[]
342,2,[0 0],[1381 3539],[635 1358],[1366 1032],[7 24],0,[],[],2,[1863 5622],15,5,[]
516,0,[],[],[1299 1299],[203 203],[12 24],0,[],[],2,[14111 14112],17,24,[665]
517,1,[287],[1821],[1336 1336],[1342 1342],[7 21],0,[],[],3,[11334 741 13612],0,3,[88]
519,2,[2115 0],[4234 4021],[1255 1336],[542 1092],[13 12 24],0,[],[],1,[10663],16,18,[]
519,1,[2714],[267],[1255 1255],[1046 1046],[5 13 12 20 13 11],0,[],[],2,[6580 15368],6,0,[]
328,0,[],[],[1336 1354],[544 544],[12 24],0,[],[],5,[8053 4159 9373 6672 8448],19,0,[568]
417,4,[673 751 1185 2515],[3482 4190 2306 2434],[1066 379],[1199 492],[7 26 11],1,[247],[1113],1,[4912],7,4,[]
517,2,[0 0],[2599 274],[1551 1257 1551 1551],[1314 1314 1310 1314],[13 12 26 12 27 26 11],0,[],[],1,[14255],9,14,[]
328,1,[2681],[4638],[1357 1357],[250 80],[8 5 13 12 21],0,[],[],4,[11153 15313 14630 3463],13,12,[]
417,2,[2369 1947],[3170 391],[1118 378],[503 518],[5 13 12 24],0,[],[],3,[194 9604 4236],9,7,[350]
516,0,[],[],[1422],[717],[8 5 13 11],0,[],[],4,[12320 13813 16103 11649],3,0,[]
