岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
326,0,0,2,14,7
517,3,0,1,4,10
418,0,0,1,24,0
331,1,0,3,17,12
516,2,0,0,0,5
328,1,0,4,43,14
417,3,2,1,9,8
418,2,0,8,13,0
418,1,0,2,32,9
418,0,0,2,16,10
430,1,1,0,5,0
418,0,0,2,13,0
328,1,0,2,11,4
418,1,0,2,48,0
418,1,0,1,26,8
516,0,0,2,11,7
516,1,2,4,54,4
331,1,0,2,21,6
331,1,1,4,19,4
519,1,2,4,10,8
340,3,0,2,9,17
418,0,0,4,42,6
340,0,2,3,13,7
331,1,0,1,21,2
418,0,0,2,32,15
328,2,0,3,12,0
517,0,0,3,10,5
519,3,0,2,9,4
328,1,0,6,19,0
418,0,0,2,29,14
519,1,0,1,3,11
418,1,0,2,24,5
516,0,0,1,19,6
519,2,3,2,16,1
328,0,0,2,14,4
340,3,3,1,5,6
328,2,0,2,19,1
340,3,1,2,4,4
519,3,0,0,9,5
328,0,0,4,15,6
332,0,0,2,42,5
328,0,0,5,11,13
518,3,1,3,6,7
517,2,1,2,4,8
418,0,0,2,16,2
412,1,2,4,1,1
328,0,0,5,56,9
406,0,0,2,20,6
331,0,0,2,17,10
328,1,0,3,33,12
328,0,0,2,13,7
519,1,0,2,6,1
328,0,0,3,15,1
331,0,2,2,20,0
335,0,0,3,18,0
517,0,0,2,13,3
516,2,0,3,6,11
418,0,2,3,28,6
418,2,0,1,69,2
324,0,0,3,16,9
418,1,0,2,24,6
342,2,0,3,29,9
516,0,0,1,24,9
516,0,0,5,6,8
516,6,0,18,4,12
342,0,0,0,48,12
328,1,0,2,29,11
418,2,3,0,18,14
418,0,0,4,13,2
331,0,0,1,23,0
516,2,1,2,2,8
418,0,0,1,33,8
328,0,1,2,4,0
412,1,0,3,10,14
328,1,0,1,6,0
517,0,1,3,18,12
519,0,0,0,4,8
328,1,2,3,11,0
519,0,0,3,3,10
516,1,0,2,20,12
519,0,1,4,8,5
328,0,0,3,14,15
430,2,0,0,0,9
517,4,0,0,5,0
517,2,0,1,12,3
418,1,0,3,25,0
344,2,1,0,8,10
519,1,0,2,8,1
519,0,1,3,10,5
340,3,1,0,3,19
418,0,0,2,19,0
517,1,0,3,3,2
331,0,0,2,16,10
412,2,0,1,8,0
412,3,1,0,4,1
332,0,0,3,12,5
418,1,0,3,45,8
340,1,1,3,6,9
516,2,0,2,0,26
518,0,0,0,12,10
418,0,0,3,30,10
516,1,0,4,30,8
517,0,0,3,23,24
340,3,4,2,8,3
418,1,0,3,24,9
332,0,0,3,19,7
519,1,0,1,10,10
418,0,0,5,16,6
517,0,0,3,35,6
519,2,0,1,4,8
418,0,0,3,9,0
326,1,0,2,17,4
418,0,0,2,27,9
519,0,0,4,10,0
518,1,0,2,21,0
417,1,1,0,3,1
519,1,0,0,9,4
418,0,2,1,20,5
417,0,1,0,8,0
516,1,0,5,11,0
517,1,0,3,15,13
412,5,0,0,22,3
418,1,0,2,25,8
335,1,4,3,34,11
516,0,0,5,30,0
517,0,0,3,13,16
328,0,0,0,8,4
412,3,0,0,9,0
328,1,0,1,23,10
518,2,2,2,9,0
412,2,1,2,0,16
516,1,0,0,12,13
418,0,0,4,26,5
418,0,0,3,17,2
328,2,2,1,6,12
519,0,0,10,19,7
519,0,0,4,3,3
418,2,0,2,27,5
328,0,0,4,17,6
328,0,0,1,36,27
418,1,0,4,11,7
328,2,0,4,19,10
519,1,0,3,19,3
516,4,0,2,7,8
417,3,2,0,4,1
328,2,0,3,13,11
518,1,0,0,6,1
418,0,2,2,23,0
519,1,0,6,2,9
418,2,0,1,27,2
516,0,0,2,0,8
517,0,0,3,16,14
518,0,0,1,29,8
518,0,0,3,17,2
328,0,0,2,12,20
328,2,0,2,9,0
519,1,0,2,10,10
324,1,0,3,10,11
331,0,3,1,22,18
328,0,0,2,27,10
519,1,1,0,0,28
328,2,0,3,22,10
519,0,0,3,4,6
517,0,1,3,11,7
326,0,0,4,26,5
519,1,0,4,3,0
328,0,0,0,24,2
326,0,0,3,3,7
331,0,0,1,29,5
412,1,6,1,5,13
519,1,0,0,0,11
328,1,0,1,5,7
430,1,1,1,7,0
412,2,1,0,9,0
430,4,2,0,7,6
518,3,0,1,12,11
331,0,0,2,15,2
331,0,0,2,15,6
344,3,3,0,13,15
418,0,0,2,36,0
517,0,3,2,13,21
418,0,0,2,13,8
332,0,2,3,25,17
519,4,0,6,0,9
328,1,0,3,21,12
516,2,0,2,2,14
342,0,0,2,48,6
516,0,2,4,7,6
518,0,1,3,23,0
328,0,2,2,8,11
418,0,0,2,42,2
519,0,0,1,11,6
519,3,0,1,0,21
328,0,0,2,17,9
328,1,0,3,19,6
516,2,0,1,13,10
430,0,3,0,6,5
516,1,0,3,6,1
517,1,0,3,4,17
519,0,0,2,15,12
517,0,0,3,0,3
340,3,3,2,5,6
517,2,0,5,10,6
326,1,0,3,14,12
519,1,0,3,0,10
517,0,0,2,2,4
517,0,1,3,10,5
518,0,3,3,10,13
412,2,1,0,4,2
418,1,0,2,22,4
340,2,1,0,6,9
519,1,0,5,3,5
418,0,0,4,11,10
332,0,0,1,13,6
518,0,0,2,11,8
418,1,0,3,10,9
418,1,0,2,5,6
517,0,0,3,4,5
519,0,0,0,21,12
516,1,0,9,31,10
340,4,1,4,6,7
418,1,0,3,35,14
328,1,0,3,38,0
418,0,0,2,22,0
516,0,0,2,7,4
516,0,0,3,15,5
516,1,0,1,5,5
417,3,2,0,1,2
517,1,0,0,5,2
412,3,3,0,5,6
519,1,2,1,3,16
412,4,1,0,7,11
342,0,0,2,32,0
516,0,0,0,13,7
342,1,0,1,13,9
331,1,0,2,27,0
328,0,3,2,21,8
516,1,0,3,10,5
519,0,0,1,6,9
332,0,0,3,13,6
412,2,2,0,0,19
418,0,0,2,25,8
430,2,2,1,2,5
335,0,0,3,1,6
418,0,0,1,14,12
418,2,0,2,19,9
417,3,1,6,7,24
340,1,0,2,14,7
516,0,0,2,0,0
517,2,0,5,5,12
331,1,0,4,20,14
328,0,0,2,6,15
417,3,1,0,7,6
328,0,0,3,11,25
516,1,0,4,0,0
418,0,0,1,42,0
342,2,0,2,37,11
418,0,0,2,53,4
418,1,0,2,37,0
418,1,0,3,33,10
332,0,1,1,6,10
418,0,0,3,28,0
418,0,0,2,40,8
516,0,0,0,0,3
418,1,1,2,8,10
331,0,1,2,23,5
430,1,2,0,13,5
516,4,1,1,24,8
519,3,3,2,15,12
412,2,8,3,18,11
342,0,1,5,42,0
331,2,0,0,15,4
418,0,0,2,17,0
418,0,0,3,18,5
328,0,0,2,30,3
519,0,0,2,8,6
519,0,0,4,26,22
342,1,1,3,3,8
418,0,0,5,17,9
517,0,0,2,17,7
517,4,0,1,11,8
328,0,1,5,19,9
518,0,0,3,7,12
328,1,0,1,21,4
418,1,0,3,22,10
406,1,0,4,7,1
427,4,0,0,22,10
328,0,0,2,25,19
516,1,0,1,7,10
418,0,0,2,31,0
418,0,0,3,17,21
519,0,0,2,6,10
516,0,0,3,6,0
517,1,0,0,2,4
517,1,0,4,3,16
412,3,0,0,8,4
328,0,0,2,52,8
516,1,0,3,5,8
406,0,0,1,14,14
519,1,0,2,21,7
331,1,0,3,34,3
328,0,0,2,18,13
519,0,0,3,7,11
412,1,0,3,20,16
518,1,0,0,0,0
516,0,0,2,23,2
328,0,0,4,28,7
427,2,1,2,11,4
412,3,2,1,15,10
519,2,0,2,6,1
519,0,0,2,30,25
418,2,0,4,28,1
516,1,0,1,36,11
519,1,0,2,0,11
328,0,0,1,28,2
516,2,0,4,13,3
406,1,3,2,26,6
328,1,1,3,39,8
517,2,0,3,1,0
342,3,0,4,9,10
418,0,0,2,25,7
328,1,0,8,13,9
331,0,0,1,11,5
418,0,0,2,8,4
518,0,0,1,11,11
328,2,0,2,5,2
519,2,0,2,4,14
418,1,0,2,21,13
328,0,0,3,23,0
418,4,3,3,21,21
418,0,0,2,25,8
418,1,0,2,18,4
516,0,0,3,16,1
328,1,0,2,6,7
516,2,0,1,11,6
418,0,0,2,15,11
516,2,0,1,8,9
324,1,2,2,20,8
412,2,2,0,2,0
418,0,0,2,37,2
418,1,0,2,35,10
328,0,0,3,12,8
340,2,1,0,5,9
519,1,0,1,22,5
418,0,0,3,27,8
519,1,0,2,5,0
406,0,0,4,12,0
517,3,0,6,10,0
412,3,3,0,5,19
340,2,0,7,10,3
417,3,1,2,19,3
347,3,0,3,8,9
340,4,0,0,7,0
516,2,0,1,10,7
519,1,0,2,13,31
418,2,2,1,5,11
331,0,0,1,27,2
412,3,0,4,3,8
340,4,0,10,3,4
418,0,0,2,20,8
331,2,2,4,0,10
516,2,0,6,3,19
516,1,0,1,0,9
519,0,3,4,4,12
326,0,0,2,24,0
517,1,2,3,9,0
418,1,0,4,2,0
328,0,0,3,13,10
328,0,0,3,13,3
516,1,0,6,5,9
328,0,0,3,18,4
519,0,0,5,13,10
519,1,0,3,29,26
418,0,2,1,14,7
328,0,0,2,8,0
347,2,0,7,33,6
332,0,2,2,27,18
412,3,3,0,4,6
418,0,0,2,30,4
418,0,2,2,6,9
418,1,0,3,22,1
418,1,0,3,12,0
516,0,3,1,7,10
417,5,2,0,5,1
328,2,0,3,8,23
328,0,0,3,17,7
418,1,0,2,22,7
517,1,0,3,10,24
328,0,0,2,41,13
418,0,0,2,31,5
418,0,0,3,23,4
516,4,2,0,5,20
328,0,0,4,16,6
516,2,1,0,12,2
418,3,0,2,5,5
418,2,0,0,11,6
328,0,0,2,36,6
519,0,0,4,19,4
418,0,0,1,22,10
517,1,0,4,8,9
335,0,0,3,10,5
412,1,3,0,3,3
418,0,0,3,22,8
328,0,0,3,12,3
342,0,0,3,59,15
418,2,0,2,17,6
326,0,0,3,0,4
418,0,0,2,39,0
412,4,1,1,5,0
517,2,0,2,17,4
331,0,0,3,14,0
517,2,0,2,8,7
516,1,0,3,2,0
517,0,0,0,41,33
430,1,2,2,4,0
418,3,0,4,18,4
340,5,0,2,0,2
406,0,1,3,32,0
331,3,3,3,7,9
517,1,3,2,27,6
519,2,2,0,0,9
412,0,0,2,20,23
519,0,0,6,0,4
331,1,0,3,27,12
519,0,0,2,5,4
328,0,0,3,4,0
418,0,0,2,18,11
328,1,0,1,11,12
430,2,1,3,0,6
517,1,0,1,25,4
331,0,0,1,42,0
328,0,0,2,15,0
328,1,0,2,9,19
517,1,1,5,10,0
418,1,0,2,10,14
417,2,2,0,20,12
418,0,0,2,22,2
418,0,0,2,17,7
328,0,0,2,21,4
519,1,0,3,2,12
516,0,0,2,8,4
328,0,0,3,10,0
418,1,0,3,30,6
342,1,0,1,54,3
328,0,0,2,25,6
326,1,0,4,9,1
418,0,0,1,33,3
418,1,0,2,24,4
430,4,1,0,16,12
418,1,0,1,27,0
418,0,0,2,25,10
519,0,0,2,21,6
418,0,0,2,47,10
328,1,0,2,15,7
519,0,0,3,7,20
518,1,0,1,8,1
412,3,1,0,4,5
328,1,0,2,40,7
326,0,0,3,24,6
518,0,0,4,13,8
418,2,0,2,5,6
517,5,0,2,7,15
519,0,0,4,23,7
417,3,0,3,10,8
406,0,0,6,56,27
516,1,0,3,0,4
516,1,0,6,10,5
430,4,0,4,14,5
518,0,0,0,12,10
412,0,2,0,19,1
331,2,0,2,32,9
342,0,2,4,13,3
516,1,0,3,10,13
412,0,0,0,15,7
519,0,0,0,5,0
517,0,0,6,0,20
418,1,0,1,15,5
331,0,0,4,12,8
418,0,0,1,10,9
418,0,1,2,20,24
519,0,1,2,5,25
516,1,0,0,5,7
412,0,1,2,9,9
324,1,0,2,8,8
518,1,0,2,19,0
328,0,0,1,56,0
517,1,0,1,0,9
517,1,0,3,0,2
342,1,0,3,25,3
331,0,0,1,16,12
519,2,0,2,7,9
517,0,0,0,8,9
517,1,0,2,9,11
519,0,0,4,12,8
418,1,0,1,21,0
332,0,0,3,34,4
331,0,0,1,24,0
332,2,0,5,36,9
418,1,0,1,22,5
328,1,2,2,11,7
519,0,0,1,7,9
516,1,0,4,5,9
335,0,2,2,39,9
342,0,0,1,21,5
516,1,0,5,23,0
331,0,0,2,35,10
328,0,2,2,23,6
516,1,1,5,21,14
328,0,2,3,3,7
328,1,0,1,15,8
328,0,0,3,20,2
342,0,0,3,10,7
427,3,0,2,7,1
417,1,1,3,16,8
516,1,2,3,5,9
418,0,0,2,52,6
412,6,3,2,7,16
516,1,1,2,6,4
328,0,5,0,19,9
331,0,0,1,8,0
418,0,0,2,70,7
326,0,0,2,32,5
516,1,2,2,16,0
328,0,0,2,32,22
328,1,0,3,2,7
331,0,0,5,34,8
412,2,0,0,11,6
326,0,0,3,21,10
517,1,1,6,4,18
519,2,0,0,18,0
519,1,0,3,0,15
332,0,0,1,20,6
331,0,2,3,22,5
340,3,1,0,12,0
418,0,0,0,31,13
340,1,0,2,22,4
412,2,0,0,15,0
331,1,0,3,20,0
516,0,0,5,22,2
519,0,0,2,8,0
516,2,4,0,3,7
328,0,0,3,18,5
516,0,0,2,12,7
328,0,1,1,31,2
412,1,2,3,12,1
517,0,2,4,27,7
331,1,0,2,31,0
418,0,0,2,18,7
418,0,0,0,4,8
517,0,0,2,8,15
328,0,0,3,16,6
519,0,0,0,7,6
418,2,0,4,23,15
430,3,4,0,14,0
427,2,1,3,6,6
418,0,0,3,31,11
328,0,0,2,15,4
418,0,0,2,19,2
418,1,0,2,80,4
328,2,0,2,15,7
328,0,0,2,38,5
519,1,0,2,7,1
326,0,0,2,8,10
418,0,1,1,14,11
347,1,0,0,8,25
328,0,3,0,27,16
328,0,0,2,26,5
328,0,1,3,11,8
417,0,0,2,4,5
518,0,0,3,11,0
328,0,1,2,36,8
340,3,0,1,5,15
516,3,0,0,0,0
347,1,0,5,0,8
328,1,0,2,35,4
517,2,0,2,13,14
518,0,0,1,20,0
340,1,1,2,2,0
519,1,0,5,7,0
430,3,3,2,4,5
516,1,0,1,17,6
516,1,0,5,33,11
430,8,2,0,8,7
519,0,0,3,8,13
328,0,0,4,34,2
517,0,1,4,20,3
412,0,3,0,18,3
519,0,0,5,7,9
519,1,0,0,11,30
328,0,0,3,10,7
517,0,0,5,16,4
516,0,4,4,4,15
328,0,0,2,21,10
418,0,0,1,27,5
412,1,1,0,12,1
418,1,0,1,57,0
418,1,0,2,16,6
418,2,1,1,40,10
519,1,0,3,4,4
406,2,0,0,30,6
517,0,1,2,10,5
331,0,0,2,31,13
418,0,0,0,0,2
326,0,0,2,21,8
342,1,0,2,19,15
418,0,1,3,100,34
328,0,0,2,12,5
516,1,0,2,18,10
418,0,0,3,13,6
430,3,2,0,7,7
328,0,1,3,20,4
417,0,2,0,0,15
418,0,0,4,28,7
326,0,0,2,16,0
518,0,0,2,29,10
342,2,0,3,8,2
342,0,0,7,5,0
418,0,0,3,18,0
418,0,0,2,17,1
517,0,3,3,33,20
328,2,0,0,18,9
519,1,0,3,0,13
328,0,0,3,45,19
412,3,4,0,1,7
418,1,1,2,13,15
418,2,0,2,20,2
516,0,0,3,8,8
418,0,0,1,30,0
418,1,0,1,36,2
328,0,0,3,16,6
516,1,0,5,16,2
324,0,0,5,26,13
516,0,0,1,5,13
344,2,2,0,17,0
519,0,0,5,3,4
517,1,0,0,21,21
340,3,3,0,0,8
418,0,0,2,31,5
519,0,0,2,8,29
412,3,4,2,6,0
342,0,0,2,35,0
418,2,2,2,15,4
418,0,1,4,4,0
517,1,0,0,0,15
519,2,1,2,0,1
516,1,0,0,13,2
518,1,0,2,24,0
519,1,0,5,4,8
519,1,0,0,5,14
516,1,0,2,14,4
519,1,2,3,9,15
418,1,0,2,21,18
412,3,0,3,18,1
519,0,0,4,6,9
417,3,1,2,18,21
412,1,0,0,14,13
517,0,0,4,22,8
328,0,0,3,32,0
516,1,1,4,19,9
418,1,0,5,19,14
516,2,0,4,13,3
331,1,0,4,0,3
347,2,1,0,12,11
326,1,0,0,22,12
328,1,0,3,15,9
516,2,0,0,4,2
519,0,0,2,13,20
328,1,0,4,35,2
516,1,0,4,28,10
517,1,1,3,9,7
331,0,0,2,18,4
331,1,0,3,17,8
519,1,0,4,11,0
516,1,0,5,4,16
418,1,0,3,30,22
328,0,0,1,16,2
418,0,0,3,13,16
517,0,0,3,11,2
418,0,0,2,32,6
516,1,0,3,16,2
516,2,0,3,8,5
519,3,0,3,0,9
331,0,0,3,31,5
328,0,0,3,13,7
328,1,1,3,0,13
519,0,0,4,18,20
418,1,0,3,37,9
331,1,0,2,17,2
519,1,0,2,0,1
517,1,0,3,12,2
328,2,0,2,0,27
418,1,1,3,13,20
519,1,0,3,12,17
328,0,0,2,21,6
418,1,1,2,26,7
412,0,0,2,25,8
516,1,0,3,7,1
418,2,0,4,20,2
328,1,0,1,10,4
418,1,0,2,29,13
328,1,0,1,5,9
412,4,1,0,17,0
328,0,0,3,44,6
328,0,0,3,8,14
418,1,0,2,22,12
519,0,0,2,6,7
328,0,0,2,17,2
516,1,0,3,0,13
516,4,1,0,23,11
328,0,0,1,9,3
519,0,2,5,8,11
418,0,0,3,26,2
326,1,0,3,19,2
417,3,0,3,6,2
516,5,0,0,5,11
418,0,0,1,16,2
412,1,2,0,13,2
418,1,2,0,13,12
517,0,0,2,15,11
517,1,0,3,4,12
517,1,0,0,14,17
430,3,1,0,10,4
516,1,0,6,7,18
417,3,0,0,6,5
516,0,0,0,0,0
331,0,0,2,12,0
519,0,0,3,16,3
328,1,0,2,21,18
516,1,0,2,21,9
418,1,0,2,9,6
412,2,3,0,0,0
417,2,1,3,15,6
342,3,0,0,20,9
519,1,0,1,11,5
430,4,2,0,7,1
347,3,0,1,4,22
418,0,0,3,29,11
518,0,0,4,5,18
519,2,0,1,0,12
418,2,0,2,14,7
412,3,0,0,7,3
412,3,0,2,6,7
328,0,0,1,19,4
518,0,0,0,10,13
519,1,0,3,18,10
516,0,0,0,0,0
517,0,0,2,10,0
518,1,0,1,36,11
412,0,0,2,12,0
418,2,0,1,33,19
427,3,2,0,13,3
328,2,2,6,15,24
516,1,0,4,2,0
412,2,0,2,10,0
519,1,0,3,3,13
516,1,0,0,10,23
516,2,3,2,18,16
427,2,2,0,4,0
417,3,1,2,11,5
347,4,0,2,8,0
517,1,0,1,6,0
417,3,0,0,8,9
328,0,0,2,14,0
517,2,0,1,0,15
519,1,0,1,11,2
331,0,0,1,27,6
418,0,0,1,26,9
519,0,0,2,10,2
328,0,0,3,1,18
331,0,0,1,20,2
342,2,0,2,36,9
412,3,0,0,18,2
519,2,0,3,0,0
328,0,2,2,11,5
328,2,0,3,26,16
331,1,0,1,29,8
418,0,0,2,26,15
516,1,0,2,20,15
418,0,1,2,15,3
412,1,2,1,13,4
519,1,0,2,10,13
340,2,3,0,5,7
331,0,0,3,22,15
516,1,0,0,0,18
331,1,1,3,10,0
328,0,0,1,25,8
342,1,0,4,7,0
519,0,0,3,12,9
331,0,0,3,33,5
328,1,0,2,11,0
516,1,0,3,11,0
417,0,0,2,9,20
331,1,2,2,31,6
342,1,1,3,23,17
519,0,0,1,8,9
418,1,0,2,34,8
519,0,0,2,2,5
516,0,0,1,0,18
340,0,1,3,9,8
328,1,0,2,33,0
519,2,0,2,0,14
417,2,0,3,11,11
516,1,0,3,7,5
328,0,0,4,30,14
342,1,0,3,23,0
516,0,0,3,13,9
418,0,0,3,42,0
418,0,0,2,21,7
519,0,2,2,15,10
340,4,0,2,16,2
517,1,0,2,10,3
519,3,0,0,0,6
517,0,0,4,4,4
328,1,0,1,22,12
519,0,0,5,11,16
418,0,0,3,13,10
332,0,0,3,18,12
418,0,0,2,32,4
516,2,0,2,14,1
418,0,0,2,24,0
418,0,0,2,22,5
328,0,0,3,3,7
326,0,0,3,11,0
516,1,0,2,17,4
519,0,0,4,7,4
328,2,0,3,8,7
418,0,0,2,23,8
412,0,0,0,13,4
517,0,0,2,9,10
331,3,0,1,19,5
332,0,0,3,11,10
418,0,0,2,7,6
430,3,1,1,3,2
324,0,0,2,15,6
516,0,0,4,4,5
418,1,0,1,23,5
328,1,0,3,10,8
331,1,0,1,2,5
516,5,1,1,3,9
519,1,2,4,39,6
331,0,0,2,17,6
418,0,0,3,14,12
519,0,0,3,24,6
412,1,2,2,11,2
328,0,0,3,26,4
516,1,0,2,9,7
342,0,0,3,67,4
519,3,0,0,11,8
519,0,0,4,7,7
418,0,0,2,29,0
516,1,0,3,5,16
324,1,0,2,20,6
340,1,2,2,8,6
418,0,0,1,31,6
516,2,0,3,10,0
519,1,0,6,22,9
412,2,0,0,10,0
516,1,0,0,14,2
417,3,0,2,4,0
418,0,0,1,8,5
328,0,1,2,14,11
328,0,2,0,23,4
328,0,0,2,19,8
347,1,0,7,0,10
412,2,0,2,6,0
518,0,2,2,6,2
412,0,3,0,2,13
328,1,0,3,39,10
412,1,0,1,7,0
417,3,0,3,9,6
340,2,0,0,17,1
331,0,0,2,8,0
328,3,0,1,0,0
328,0,0,2,13,16
417,4,0,4,0,0
516,2,0,0,13,0
516,0,0,1,9,4
519,1,0,5,46,16
418,1,0,3,7,4
427,1,3,0,4,11
418,0,0,3,9,0
519,0,0,3,16,4
331,2,0,2,19,2
328,0,0,2,15,2
417,3,2,1,14,6
517,0,0,2,14,4
328,1,0,2,44,2
519,2,0,2,11,18
516,2,2,2,0,8
427,3,4,0,0,25
328,0,0,3,20,1
331,0,2,2,33,11
517,0,0,2,16,7
516,1,0,0,21,1
417,1,0,4,5,7
412,2,1,0,8,8
324,0,0,0,25,14
519,2,0,4,11,2
418,1,0,2,37,5
418,1,0,3,12,6
516,2,0,1,5,2
519,0,0,0,10,11
412,3,1,1,4,2
417,3,2,1,10,8
516,1,0,4,17,9
418,0,1,2,24,11
331,0,1,1,35,23
518,0,0,4,14,13
516,0,0,1,3,4
519,0,0,2,4,18
519,2,0,5,34,9
516,0,0,2,5,8
328,0,0,2,25,2
326,0,0,2,22,16
516,1,0,3,0,8
516,2,0,3,29,11
517,1,0,4,3,10
518,0,0,3,9,7
519,0,1,3,11,2
517,0,0,2,0,12
328,2,0,3,5,8
328,0,1,6,17,9
331,0,0,2,11,8
519,0,0,1,14,8
517,0,0,2,19,7
418,0,0,1,27,4
328,0,0,2,0,7
518,0,0,3,10,9
328,0,0,3,68,4
332,0,0,2,16,10
331,1,0,3,16,0
342,2,1,2,7,10
516,1,0,0,8,9
519,0,0,3,7,10
519,1,0,0,0,0
519,1,0,0,20,4
328,2,0,3,6,0
417,3,2,0,7,6
519,0,1,1,2,11
328,0,1,3,33,11
516,3,0,4,11,4
344,2,2,3,8,8
418,0,0,3,10,10
412,3,0,0,21,2
516,1,0,3,2,3
412,2,1,2,9,2
518,1,0,4,17,11
328,0,0,2,9,14
331,2,2,2,24,22
417,4,1,0,4,4
517,2,0,0,8,11
418,0,0,3,5,4
328,0,0,3,36,13
328,1,0,1,41,8
328,1,0,3,25,8
418,1,0,2,16,0
417,4,1,3,14,1
418,0,1,2,3,5
519,1,0,0,0,14
328,2,0,3,12,6
331,1,0,2,11,9
328,1,0,3,18,6
519,2,0,2,7,4
430,4,0,0,3,0
418,0,1,2,13,10
418,0,0,1,46,8
517,3,0,5,9,6
516,1,0,2,2,19
331,0,0,3,47,0
417,2,0,0,4,4
328,1,0,1,56,9
418,0,0,2,33,2
331,1,1,1,31,2
412,0,0,4,11,16
328,0,0,6,27,8
516,0,2,4,15,15
328,1,0,2,4,14
517,1,0,3,21,8
519,0,0,0,4,18
406,1,1,4,1,3
516,0,0,8,8,1
430,1,2,1,11,11
342,2,0,3,16,6
328,1,0,3,11,6
519,0,0,2,10,6
412,1,0,1,14,6
519,0,0,3,14,13
340,2,2,1,15,15
328,0,0,0,50,9
517,0,0,0,24,5
418,1,0,3,54,0
331,1,0,3,35,14
328,0,1,1,5,0
328,0,0,2,23,0
331,0,0,2,26,5
418,0,0,4,23,4
418,0,0,2,26,5
331,1,1,2,6,6
418,1,0,2,44,6
418,1,2,1,6,8
517,1,0,0,21,4
516,1,0,2,0,15
519,1,1,3,6,10
430,3,1,2,7,0
418,2,0,0,37,4
418,0,0,3,11,3
412,0,0,3,12,14
328,2,0,3,6,4
331,0,0,3,33,8
331,0,0,2,19,6
427,4,2,0,0,15
418,0,0,1,33,4
430,4,2,0,9,10
516,1,0,0,36,2
417,4,0,0,6,2
331,0,0,1,15,8
519,0,0,4,9,3
516,1,0,3,0,13
412,2,0,0,8,23
430,5,0,0,2,0
517,0,0,4,23,14
328,0,0,1,33,8
516,3,0,3,20,6
427,2,3,0,3,8
519,0,0,3,16,14
418,0,0,3,12,4
324,2,0,3,15,5
518,2,0,3,19,2
516,1,0,3,3,0
418,1,0,1,45,4
328,0,1,3,48,11
418,0,0,6,65,4
406,0,0,1,9,5
328,0,0,4,21,7
518,0,0,1,0,7
328,0,0,4,18,0
418,1,0,4,27,5
417,1,2,2,18,11
328,0,0,5,27,9
331,0,0,2,9,15
412,0,3,4,7,27
430,4,1,0,7,0
430,1,1,3,14,10
418,0,0,2,43,6
418,0,0,1,32,2
328,1,0,3,24,8
340,2,0,2,8,13
517,1,0,0,0,15
418,0,0,3,18,8
519,0,1,2,4,12
331,0,0,3,14,6
517,1,0,1,11,15
519,2,1,4,5,0
418,0,0,1,23,1
519,2,0,4,18,19
519,1,0,2,11,5
418,0,2,2,8,16
418,1,0,1,27,7
418,1,0,2,27,6
412,1,2,0,7,2
516,0,0,3,20,8
517,1,1,2,7,2
340,3,0,0,6,0
519,1,0,0,14,17
342,0,0,2,28,13
519,0,0,5,10,1
418,1,0,3,0,6
331,0,0,3,31,0
418,0,0,4,19,9
516,0,0,1,13,16
516,1,2,3,5,9
328,1,0,5,9,11
331,1,0,2,22,2
418,0,0,1,26,7
326,0,0,2,11,18
516,0,3,4,0,16
519,3,1,6,5,12
344,0,0,5,9,9
517,0,0,0,8,8
342,0,0,3,18,15
516,1,0,4,33,8
418,1,0,1,32,20
328,1,0,4,12,4
326,1,0,1,24,6
518,1,0,1,10,16
517,0,0,7,11,7
328,1,0,2,32,0
331,1,2,4,54,4
331,0,0,2,34,8
517,1,0,2,7,3
328,0,0,2,33,2
412,4,2,0,8,0
328,0,0,2,21,4
328,1,0,2,14,9
519,2,1,5,12,45
519,0,0,1,18,16
328,0,0,2,1,19
344,3,1,0,3,5
417,1,0,2,17,6
516,0,0,2,73,11
328,2,0,4,34,10
328,1,0,0,21,4
519,0,0,2,9,10
418,1,0,2,39,0
418,0,0,1,28,12
519,0,0,3,25,6
519,1,2,4,6,19
516,1,0,4,4,4
412,3,0,1,2,2
418,0,0,2,14,9
430,3,2,0,8,14
406,1,0,3,15,7
417,1,1,4,17,7
516,0,0,0,14,0
418,0,0,3,15,8
518,1,0,5,16,1
418,0,0,0,59,9
331,1,0,1,7,0
517,0,3,3,20,14
331,0,0,3,20,4
516,0,0,3,26,14
328,0,0,0,49,28
342,1,0,3,20,1
328,1,0,3,23,6
516,2,0,4,11,3
418,2,0,3,17,13
518,2,0,5,11,4
518,0,0,4,8,11
418,0,2,3,19,9
412,2,0,0,13,0
328,2,0,2,10,28
412,4,0,0,4,14
328,0,0,3,14,7
418,1,0,1,18,2
517,0,0,2,23,9
326,1,0,9,19,15
518,0,0,2,6,6
418,0,0,3,46,10
418,0,2,2,19,11
328,1,0,1,10,11
324,0,0,4,21,14
418,2,0,0,18,0
418,0,0,3,0,10
328,1,0,2,16,9
328,2,0,2,10,6
418,0,0,2,33,8
328,0,2,4,13,6
340,2,1,6,8,5
519,1,0,6,7,14
517,0,1,3,15,17
328,2,0,0,7,7
342,2,0,3,8,8
328,0,0,0,13,0
519,0,0,5,4,7
418,0,0,2,19,12
516,0,0,6,14,4
328,0,0,3,42,5
519,0,0,1,8,16
516,0,0,2,7,3
430,4,3,0,5,8
516,0,1,1,17,8
516,5,0,1,16,8
519,1,0,4,8,14
